year,month,day,dep_delay,arr_delay,carrier,origin,dest,distance
2014,1,1,0,26,EV,EWR,TUL,1215
2014,1,1,210,218,EV,EWR,MEM,946
2014,1,1,-6,-8,EV,EWR,PIT,319
2014,1,1,-8,-4,EV,EWR,JAX,820
2014,1,1,-7,-9,EV,EWR,SAV,708
2014,1,1,75,70,EV,EWR,RIC,277
2014,1,1,37,59,EV,EWR,MKE,725
2014,1,1,49,39,EV,EWR,PWM,284
2014,1,1,35,27,EV,EWR,BWI,169
2014,1,1,100,105,EV,EWR,GSO,445
2014,1,1,4,8,EV,EWR,GSP,594
2014,1,1,61,99,EV,EWR,GRR,605
2014,1,1,-2,11,EV,EWR,STL,872
2014,1,1,-1,6,EV,EWR,JAX,820
2014,1,1,42,45,EV,EWR,STL,872
2014,1,1,-8,-38,EV,LGA,MEM,963
2014,1,1,-3,-21,EV,EWR,MEM,946
2014,1,1,113,121,EV,EWR,DSM,1017
2014,1,1,34,29,EV,EWR,CVG,569
2014,1,1,17,24,EV,EWR,DAY,533
2014,1,1,-5,-8,EV,EWR,PVD,160
2014,1,1,51,48,EV,EWR,CLT,529
2014,1,1,0,-16,EV,EWR,ORF,284
2014,1,1,-2,0,EV,EWR,ATL,746
2014,1,1,0,-8,EV,EWR,CLT,529
2014,1,1,-5,11,EV,EWR,STL,872
2014,1,1,-8,-9,EV,EWR,DAY,533
2014,1,1,66,68,EV,EWR,JAX,820
2014,1,1,10,12,EV,EWR,DTW,488
2014,1,1,-3,-20,EV,LGA,BHM,866
2014,1,1,-9,-32,EV,LGA,BUF,292
2014,1,1,-5,-30,EV,LGA,STL,888
2014,1,1,-8,-23,EV,LGA,CHS,641
2014,1,1,-6,-26,EV,LGA,PWM,269
2014,1,1,49,26,EV,LGA,BGR,378
2014,1,1,6,-25,EV,LGA,ROC,254
2014,1,1,45,17,EV,LGA,CLT,544
2014,1,1,13,-9,EV,LGA,CVG,585
2014,1,1,-8,-33,EV,LGA,BNA,764
2014,1,1,-5,-23,EV,LGA,ROC,254
2014,1,1,-3,-26,EV,LGA,BNA,764
2014,1,1,-9,-21,EV,LGA,IAD,229
2014,1,1,16,1,EV,EWR,PIT,319
2014,1,1,80,66,EV,EWR,CLT,529
2014,1,1,-2,-9,EV,EWR,RIC,277
2014,1,1,37,37,EV,EWR,BUF,282
2014,1,1,-5,-13,EV,EWR,CLT,529
2014,1,1,19,34,EV,EWR,IAD,212
2014,1,1,-1,-3,EV,EWR,IAD,212
2014,1,1,35,47,F9,LGA,DEN,1620
2014,1,1,0,21,F9,LGA,DEN,1620
2014,1,1,-5,-10,FL,LGA,ATL,762
2014,1,1,-5,-6,FL,LGA,CAK,397
2014,1,1,16,13,FL,LGA,ATL,762
2014,1,1,5,4,FL,LGA,ATL,762
2014,1,1,-4,-6,FL,LGA,ATL,762
2014,1,1,-9,-12,FL,LGA,CAK,397
2014,1,1,-3,-2,FL,LGA,ATL,762
2014,1,1,6,-7,HA,JFK,HNL,4983
2014,1,1,8,2,MQ,LGA,CLT,544
2014,1,1,-5,2,MQ,JFK,CMH,483
2014,1,1,-3,-5,MQ,JFK,CLE,425
2014,1,1,35,47,MQ,LGA,STL,888
2014,1,1,-2,-10,MQ,JFK,BNA,765
2014,1,1,26,29,MQ,LGA,STL,888
2014,1,1,-5,-13,MQ,JFK,CVG,589
2014,1,1,10,15,MQ,JFK,TPA,1005
2014,1,1,47,59,MQ,JFK,TPA,1005
2014,1,1,-6,-25,MQ,JFK,BWI,184
2014,1,1,50,54,EV,EWR,MSP,1008
2014,1,1,37,33,EV,EWR,CVG,569
2014,1,1,133,135,EV,EWR,TYS,631
2014,1,1,0,11,EV,EWR,CHS,628
2014,1,1,51,22,MQ,JFK,ORF,290
2014,1,1,-6,-18,MQ,JFK,DCA,213
2014,1,1,0,1,MQ,JFK,PIT,340
2014,1,1,44,30,MQ,LGA,RDU,431
2014,1,1,-7,0,MQ,LGA,CLE,419
2014,1,1,5,-8,MQ,LGA,CMH,479
2014,1,1,-2,6,MQ,LGA,ATL,762
2014,1,1,-3,-16,MQ,JFK,RDU,427
2014,1,1,-7,-10,MQ,JFK,RDU,427
2014,1,1,-7,-13,MQ,JFK,RDU,427
2014,1,1,32,8,MQ,JFK,DCA,213
2014,1,1,58,46,MQ,JFK,RDU,427
2014,1,1,76,74,MQ,LGA,CLT,544
2014,1,1,-10,-9,MQ,JFK,DCA,213
2014,1,1,0,3,MQ,LGA,CMH,479
2014,1,1,26,18,MQ,LGA,CMH,479
2014,1,1,32,13,MQ,LGA,RDU,431
2014,1,1,29,40,MQ,LGA,ATL,762
2014,1,1,-6,-2,MQ,LGA,DTW,502
2014,1,1,109,94,MQ,LGA,RDU,431
2014,1,1,0,-14,VX,JFK,SFO,2586
2014,1,1,2,-3,VX,EWR,LAX,2454
2014,1,1,11,19,VX,EWR,LAX,2454
2014,1,1,1,1,VX,EWR,LAX,2454
2014,1,1,-4,-9,VX,EWR,SFO,2565
2014,1,1,4,-3,VX,EWR,SFO,2565
2014,1,1,-5,12,VX,JFK,SFO,2586
2014,1,1,12,31,VX,JFK,LAS,2248
2014,1,1,1,-2,VX,JFK,SFO,2586
2014,1,1,4,4,VX,JFK,SFO,2586
2014,1,1,113,88,VX,JFK,LAX,2475
2014,1,1,-4,-20,VX,JFK,LAX,2475
2014,1,1,-1,-3,VX,JFK,LAX,2475
2014,1,1,5,7,VX,JFK,LAX,2475
2014,1,1,15,13,VX,JFK,LAX,2475
2014,1,1,-4,-16,WN,EWR,AUS,1504
2014,1,1,-2,-6,WN,EWR,BNA,748
2014,1,1,0,1,WN,EWR,BNA,748
2014,1,1,2,19,WN,EWR,DEN,1605
2014,1,1,0,19,WN,EWR,DEN,1605
2014,1,1,0,8,WN,EWR,HOU,1411
2014,1,1,81,86,WN,EWR,HOU,1411
2014,1,1,-3,-4,WN,EWR,MDW,711
2014,1,1,0,22,WN,EWR,MDW,711
2014,1,1,88,190,WN,EWR,MDW,711
2014,1,1,45,63,WN,EWR,MDW,711
2014,1,1,104,170,WN,EWR,MDW,711
2014,1,1,125,132,WN,EWR,MSY,1167
2014,1,1,53,59,WN,EWR,PHX,2133
2014,1,1,27,38,WN,EWR,STL,872
2014,1,1,1,15,WN,LGA,ATL,762
2014,1,1,21,10,WN,LGA,BNA,764
2014,1,1,6,1,WN,LGA,BNA,764
2014,1,1,17,60,WN,LGA,DEN,1620
2014,1,1,3,12,WN,LGA,DEN,1620
2014,1,1,0,-9,WN,LGA,HOU,1428
2014,1,1,-1,-11,WN,LGA,HOU,1428
2014,1,1,201,218,WN,LGA,MDW,725
2014,1,1,-2,-12,WN,LGA,MDW,725
2014,1,1,57,55,WN,LGA,MDW,725
2014,1,1,87,113,WN,LGA,MDW,725
2014,1,1,83,86,WN,LGA,MKE,738
2014,1,1,141,144,WN,LGA,MKE,738
2014,1,1,-1,8,WN,LGA,MKE,738
2014,1,1,80,80,WN,LGA,STL,888
2014,1,1,0,-16,WN,LGA,STL,888
2014,1,1,-3,-9,MQ,LGA,ATL,762
2014,1,1,33,16,MQ,JFK,DCA,213
2014,1,1,-6,-25,MQ,LGA,BNA,764
2014,1,1,25,32,MQ,LGA,BNA,764
2014,1,1,9,13,MQ,LGA,CLE,419
2014,1,1,71,68,MQ,LGA,RDU,431
2014,1,1,-1,-8,MQ,JFK,CMH,483
2014,1,1,-2,6,MQ,LGA,XNA,1147
2014,1,1,130,147,MQ,LGA,DTW,502
2014,1,1,-8,-17,MQ,LGA,RDU,431
2014,1,1,52,52,MQ,LGA,DTW,502
2014,1,1,61,98,MQ,EWR,ORD,719
2014,1,1,-7,-3,MQ,LGA,MSP,1020
2014,1,1,12,3,MQ,JFK,DCA,213
2014,1,1,33,40,MQ,LGA,DTW,502
2014,1,1,-10,12,MQ,LGA,BNA,764
2014,1,1,-6,-23,MQ,LGA,RDU,431
2014,1,1,76,65,MQ,LGA,CMH,479
2014,1,1,240,255,MQ,LGA,MSP,1020
2014,1,1,146,134,MQ,LGA,RDU,431
2014,1,1,-6,-3,MQ,LGA,BNA,764
2014,1,1,-1,2,MQ,LGA,ATL,762
2014,1,1,12,10,MQ,LGA,ATL,762
2014,1,1,136,143,MQ,LGA,CLE,419
